PY_DM_TAG,MERCHANT_CAT,TRANSACTION_DATE,PERIOD,MONTH,MCC,INDUSTRY,MERCHANT_NAME,TRXN_CODE,AMOUNT,TRXN_COUNT,CARD_ACCEPTOR_ID,USD_PHP_TAG,DB_CR_TAG,DB_CR_AMOUNT,CONVERTED_AMOUNT
Payment Facilitator,2C2P,2026-03-11,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,31649759.7100000000000000,3450,7250000006364,0,Debit,31649759.7100000000000000,31649759.7100000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,3527914.6500000000000000,402,7250000006435,0,Debit,3527914.6500000000000000,3527914.6500000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,5499,FOOD,2C2P_PH*Riman,Credit Transaction,204500.0000000000000000,2,7250000005935,0,Credit,-204500.0000000000000000,-204500.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,5499,FOOD,2C2P_PH*Riman,Sale Transaction,57965.0600000000000000,7,7250000005935,0,Debit,57965.0600000000000000,57965.0600000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,5499,FOOD,2C2P_PH*RiwayPH,Sale Transaction,264500.0000000000000000,4,7250000005935,0,Debit,264500.0000000000000000,264500.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,5691,RETAIL,2C2P_PH*Salomon,Sale Transaction,26191.0000000000000000,3,7250000005953,0,Debit,26191.0000000000000000,26191.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,5814,FAST FOOD RESTAURANTS,2C2P_PH*Chagee,Sale Transaction,67194.3500000000000000,266,7250000005935,0,Debit,67194.3500000000000000,67194.3500000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,7011,HOTELS,2C2P_PH*SPIN Hostel,Sale Transaction,17416.0000000000000000,2,7250000005953,0,Debit,17416.0000000000000000,17416.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,7011,HOTELS,2C2P_PH*Strand Resort,Sale Transaction,28376.0000000000000000,2,7250000005953,0,Debit,28376.0000000000000000,28376.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,7011,HOTELS,2C2P_PH*Canvas Hotel,Sale Transaction,65408.0000000000000000,2,7250000005953,0,Debit,65408.0000000000000000,65408.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,7011,HOTELS,2C2P_PH*Canvas Hotel,Credit Transaction,38848.0000000000000000,2,7250000005953,0,Credit,-38848.0000000000000000,-38848.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,7538,OTHER,2C2P_PH*VINFAST,Credit Transaction,2.0000000000000000,2,7250000005953,0,Credit,-2.0000000000000000,-2.0000000000000000
Payment Facilitator,2C2P,2026-03-11,2026,3,8211,SCHOOLS,2C2P_PH*PH Christian,Sale Transaction,65000.1300000000000000,4,7250000005935,0,Debit,65000.1300000000000000,65000.1300000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,29629837.3900000000000000,3248,7250000006364,0,Debit,29629837.3900000000000000,29629837.3900000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Credit Transaction,117383.6500000000000000,13,7250000006364,0,Credit,-117383.6500000000000000,-117383.6500000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,2776061.7000000000000000,330,7250000006435,0,Debit,2776061.7000000000000000,2776061.7000000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Credit Transaction,34977.4500000000000000,3,7250000006435,0,Credit,-34977.4500000000000000,-34977.4500000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,5499,FOOD,2C2P_PH*RiwayPH,Sale Transaction,187600.0000000000000000,3,7250000005935,0,Debit,187600.0000000000000000,187600.0000000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,5499,FOOD,2C2P_PH*Riman,Sale Transaction,357632.8400000000000000,14,7250000005935,0,Debit,357632.8400000000000000,357632.8400000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,5691,RETAIL,2C2P_PH*Salomon,Credit Transaction,2809.0000000000000000,1,7250000005953,0,Credit,-2809.0000000000000000,-2809.0000000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,5732,ELECTRONICS,2C2P_PH*TECHDYNAMICS,Sale Transaction,57759.0000000000000000,3,7250000005953,0,Debit,57759.0000000000000000,57759.0000000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,5814,FAST FOOD RESTAURANTS,2C2P_PH*Chagee,Sale Transaction,60764.5500000000000000,241,7250000005935,0,Debit,60764.5500000000000000,60764.5500000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,7011,HOTELS,2C2P_PH*SPIN Hostel,Sale Transaction,23104.0000000000000000,4,7250000005953,0,Debit,23104.0000000000000000,23104.0000000000000000
Payment Facilitator,2C2P,2026-03-12,2026,3,8211,SCHOOLS,2C2P_PH*PH Christian,Sale Transaction,163919.8500000000000000,7,7250000005935,0,Debit,163919.8500000000000000,163919.8500000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,25174745.4400000000000000,2799,7250000006364,0,Debit,25174745.4400000000000000,25174745.4400000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,3816256.8400000000000000,346,7250000006435,0,Debit,3816256.8400000000000000,3816256.8400000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,5499,FOOD,2C2P_PH*RiwayPH,Sale Transaction,451500.0000000000000000,4,7250000005935,0,Debit,451500.0000000000000000,451500.0000000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,5499,FOOD,2C2P_PH*Riman,Sale Transaction,645965.0100000000000000,17,7250000005935,0,Debit,645965.0100000000000000,645965.0100000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,5691,RETAIL,2C2P_PH*Salomon,Sale Transaction,12990.0000000000000000,1,7250000005953,0,Debit,12990.0000000000000000,12990.0000000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,5691,RETAIL,2C2P_PH*Salomon,Credit Transaction,11990.0000000000000000,1,7250000005953,0,Credit,-11990.0000000000000000,-11990.0000000000000000
Direct Merchant,2C2P,2026-03-13,2026,3,5722,APPLIANCE,2C2P Philippines Inc,Sale Transaction,11149.0000000000000000,1,7250000005962,0,Debit,11149.0000000000000000,11149.0000000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,5814,FAST FOOD RESTAURANTS,2C2P_PH*Chagee,Sale Transaction,65076.5000000000000000,250,7250000005935,0,Debit,65076.5000000000000000,65076.5000000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,7011,HOTELS,2C2P_PH*SPIN Hostel,Sale Transaction,4164.0000000000000000,1,7250000005953,0,Debit,4164.0000000000000000,4164.0000000000000000
Payment Facilitator,2C2P,2026-03-13,2026,3,8211,SCHOOLS,2C2P_PH*PH Christian,Sale Transaction,117903.3500000000000000,5,7250000005935,0,Debit,117903.3500000000000000,117903.3500000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,20652739.5300000000000000,2527,7250000006364,0,Debit,20652739.5300000000000000,20652739.5300000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,4511,AIRLINES,2C2P_PH*PH AirAsia,Sale Transaction,2707829.1300000000000000,276,7250000006435,0,Debit,2707829.1300000000000000,2707829.1300000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,5499,FOOD,2C2P_PH*Riman,Sale Transaction,17830.0000000000000000,3,7250000005935,0,Debit,17830.0000000000000000,17830.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,5499,FOOD,2C2P_PH*RiwayPH,Sale Transaction,443214.0000000000000000,4,7250000005935,0,Debit,443214.0000000000000000,443214.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,5691,RETAIL,2C2P_PH*Salomon,Sale Transaction,9093.0000000000000000,1,7250000005953,0,Debit,9093.0000000000000000,9093.0000000000000000
Direct Merchant,2C2P,2026-03-14,2026,3,5722,APPLIANCE,2C2P Philippines Inc,Sale Transaction,11505.0000000000000000,1,7250000005962,0,Debit,11505.0000000000000000,11505.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,5732,ELECTRONICS,2C2P_PH*TECHDYNAMICS,Sale Transaction,13290.0000000000000000,1,7250000005953,0,Debit,13290.0000000000000000,13290.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,5814,FAST FOOD RESTAURANTS,2C2P_PH*Chagee,Sale Transaction,73226.0000000000000000,267,7250000005935,0,Debit,73226.0000000000000000,73226.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,7011,HOTELS,2C2P_PH*Canvas Hotel,Credit Transaction,34216.0000000000000000,1,7250000005953,0,Credit,-34216.0000000000000000,-34216.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,7011,HOTELS,2C2P_PH*Canvas Hotel,Sale Transaction,24120.0000000000000000,2,7250000005953,0,Debit,24120.0000000000000000,24120.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,7011,HOTELS,2C2P_PH*SPIN Hostel,Credit Transaction,13392.0000000000000000,1,7250000005953,0,Credit,-13392.0000000000000000,-13392.0000000000000000
Payment Facilitator,2C2P,2026-03-14,2026,3,8211,SCHOOLS,2C2P_PH*PH Christian,Sale Transaction,47731.2500000000000000,6,7250000005935,0,Debit,47731.2500000000000000,47731.2500000000000000
Payment Facilitator,DLOCAL,2026-03-09,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,10269222.8700000000000000,1723,7250000005329,0,Debit,10269222.8700000000000000,10269222.8700000000000000
Payment Facilitator,DLOCAL,2026-03-09,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,3827.0100000000000000,2,7250000005383,0,Credit,-3827.0100000000000000,-3827.0100000000000000
Payment Facilitator,DLOCAL,2026-03-09,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,31849684.6200000000000000,6382,7250000005383,0,Debit,31849684.6200000000000000,31849684.6200000000000000
Payment Facilitator,DLOCAL,2026-03-10,2026,3,4814,TELECOMMUNICATION,DLO*StarlinkPhilippine,Credit Transaction,40020.0000000000000000,1,7250000005329,0,Credit,-40020.0000000000000000,-40020.0000000000000000
Payment Facilitator,DLOCAL,2026-03-10,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,5226523.0000000000000000,862,7250000005329,0,Debit,5226523.0000000000000000,5226523.0000000000000000
Payment Facilitator,DLOCAL,2026-03-10,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,368662.7800000000000000,87,7250000005329,0,Credit,-368662.7800000000000000,-368662.7800000000000000
Payment Facilitator,DLOCAL,2026-03-10,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,18317287.8700000000000000,3705,7250000005383,0,Debit,18317287.8700000000000000,18317287.8700000000000000
Payment Facilitator,DLOCAL,2026-03-11,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,3000.0000000000000000,1,7250000005383,0,Credit,-3000.0000000000000000,-3000.0000000000000000
Payment Facilitator,DLOCAL,2026-03-11,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,432968.2900000000000000,102,7250000005329,0,Credit,-432968.2900000000000000,-432968.2900000000000000
Payment Facilitator,DLOCAL,2026-03-11,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,18208251.1500000000000000,3656,7250000005383,0,Debit,18208251.1500000000000000,18208251.1500000000000000
Payment Facilitator,DLOCAL,2026-03-11,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,4870281.1100000000000000,700,7250000005329,0,Debit,4870281.1100000000000000,4870281.1100000000000000
Payment Facilitator,DLOCAL,2026-03-12,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,20186500.8400000000000000,4002,7250000005383,0,Debit,20186500.8400000000000000,20186500.8400000000000000
Payment Facilitator,DLOCAL,2026-03-12,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,3811639.2900000000000000,604,7250000005329,0,Debit,3811639.2900000000000000,3811639.2900000000000000
Payment Facilitator,DLOCAL,2026-03-12,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,277826.8600000000000000,104,7250000005329,0,Credit,-277826.8600000000000000,-277826.8600000000000000
Payment Facilitator,DLOCAL,2026-03-13,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,16568748.9500000000000000,3270,7250000005383,0,Debit,16568748.9500000000000000,16568748.9500000000000000
Payment Facilitator,DLOCAL,2026-03-13,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,3857986.5800000000000000,570,7250000005329,0,Debit,3857986.5800000000000000,3857986.5800000000000000
Payment Facilitator,DLOCAL,2026-03-13,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Credit Transaction,6624.1100000000000000,2,7250000005329,0,Credit,-6624.1100000000000000,-6624.1100000000000000
Payment Facilitator,DLOCAL,2026-03-14,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,3791101.0100000000000000,573,7250000005329,0,Debit,3791101.0100000000000000,3791101.0100000000000000
Payment Facilitator,DLOCAL,2026-03-14,2026,3,5999,RETAIL,DLO*StarlinkPhilippi,Sale Transaction,17086050.5300000000000000,3530,7250000005383,0,Debit,17086050.5300000000000000,17086050.5300000000000000
Payment Facilitator,ECASHPAY,2026-03-09,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,132531.6400000000000000,8,7250000005766,0,Debit,132531.6400000000000000,132531.6400000000000000
Payment Facilitator,ECASHPAY,2026-03-10,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,31563.0000000000000000,2,7250000005766,0,Debit,31563.0000000000000000,31563.0000000000000000
Payment Facilitator,ECASHPAY,2026-03-11,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,103105.7100000000000000,5,7250000005766,0,Debit,103105.7100000000000000,103105.7100000000000000
Payment Facilitator,ECASHPAY,2026-03-12,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,25904.7500000000000000,3,7250000005766,0,Debit,25904.7500000000000000,25904.7500000000000000
Payment Facilitator,ECASHPAY,2026-03-13,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,64213.8200000000000000,4,7250000005766,0,Debit,64213.8200000000000000,64213.8200000000000000
Payment Facilitator,ECASHPAY,2026-03-14,2026,3,7011,HOTELS,ECP*UNIFIED PRODUCTS,Sale Transaction,285759.4600000000000000,11,7250000005766,0,Debit,285759.4600000000000000,285759.4600000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4722,TRAVEL,HPY*GLOBEPLANNERTOU,Sale Transaction,92085.0000000000000000,2,7250000006319,0,Debit,92085.0000000000000000,92085.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4722,TRAVEL,HPY*HOLIBREAKTRAVEL,Sale Transaction,12075.0000000000000000,1,7250000006319,0,Debit,12075.0000000000000000,12075.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4816,TELECOMMUNICATION,HPY*SHEETHUBPH2,Sale Transaction,4292.0000000000000000,2,7250000006300,0,Debit,4292.0000000000000000,4292.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4816,TELECOMMUNICATION,HPY*SNKRHB,Sale Transaction,3089.0000000000000000,1,7030000006254,0,Debit,3089.0000000000000000,3089.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4816,TELECOMMUNICATION,HPY*YUMENOMATCHA,Sale Transaction,15950.0000000000000000,2,7250000006328,0,Debit,15950.0000000000000000,15950.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,4816,TELECOMMUNICATION,HPY*AMELIAMOMONLINE,Sale Transaction,10346.0000000000000000,2,7250000006328,0,Debit,10346.0000000000000000,10346.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5085,HARDWARE,HPY*GOLDFORTUNETEXT,Sale Transaction,175406.3400000000000000,2,7030000006254,0,Debit,175406.3400000000000000,175406.3400000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5533,AUTOMOTIVE,HPY*ORION,Sale Transaction,4200.0000000000000000,1,7250000006293,0,Debit,4200.0000000000000000,4200.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5611,RETAIL,HPY*MNLA,Sale Transaction,54022.0000000000000000,16,7030000006254,0,Debit,54022.0000000000000000,54022.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5621,RETAIL,HPY*ROYALEGOWNANDGA,Sale Transaction,4800.0000000000000000,1,7030000006254,0,Debit,4800.0000000000000000,4800.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5621,RETAIL,HPY*CARINO,Sale Transaction,15760.0000000000000000,6,7030000006254,0,Debit,15760.0000000000000000,15760.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5621,RETAIL,HPY*EVERYDAYCONCEPT,Sale Transaction,10077.5000000000000000,3,7030000006254,0,Debit,10077.5000000000000000,10077.5000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5651,RETAIL,HPY*RESETATHLEISURE,Sale Transaction,33912.5000000000000000,3,7030000006254,0,Debit,33912.5000000000000000,33912.5000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5699,RETAIL,HPY*CPTN,Sale Transaction,2599.0000000000000000,1,7030000006254,0,Debit,2599.0000000000000000,2599.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5699,RETAIL,HPY*HITPAYTERMINALP,Sale Transaction,20.0000000000000000,1,7030000006254,0,Debit,20.0000000000000000,20.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5699,RETAIL,HPY*NATIONALGEO,Sale Transaction,13885.0000000000000000,3,7030000006254,0,Debit,13885.0000000000000000,13885.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5699,RETAIL,HPY*BOHOMANILA,Sale Transaction,8308.4800000000000000,4,7030000006254,0,Debit,8308.4800000000000000,8308.4800000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5712,HARDWARE,HPY*COMFORTLIVINGPH,Sale Transaction,8499.0000000000000000,1,7030000006254,0,Debit,8499.0000000000000000,8499.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5733,RETAIL,HPY*NGDMUSICALGOODS,Sale Transaction,1375.0000000000000000,2,7030000006254,0,Debit,1375.0000000000000000,1375.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5814,FAST FOOD RESTAURANTS,HPY*LOVCOMIDAKITCHE,Sale Transaction,101000.0000000000000000,5,7250000006300,0,Debit,101000.0000000000000000,101000.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5940,VEHICLES,HPY*JEBIKESHOP,Sale Transaction,6400.0000000000000000,1,7030000006254,0,Debit,6400.0000000000000000,6400.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5941,RETAIL,HPY*OUTDOORSTATEMEN,Sale Transaction,18280.0000000000000000,15,7030000006254,0,Debit,18280.0000000000000000,18280.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5941,RETAIL,HPY*LEVELUPFITNESSS,Sale Transaction,113550.0000000000000000,12,7030000006254,0,Debit,113550.0000000000000000,113550.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5941,RETAIL,HPY*FLOWREFORMERPIL,Sale Transaction,997.5000000000000000,1,7030000006254,0,Debit,997.5000000000000000,997.5000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5942,OTHER,HPY*BOOKHOUSEONLINE,Sale Transaction,934.5000000000000000,1,7030000006254,0,Debit,934.5000000000000000,934.5000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5945,MISC RETAIL,HPY*JUSTSOYOUKNOWIT,Sale Transaction,3134.0000000000000000,3,7030000006254,0,Debit,3134.0000000000000000,3134.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5948,RETAIL,HPY*THELOOKCOLLECTI,Sale Transaction,17277.3000000000000000,1,7030000006254,0,Debit,17277.3000000000000000,17277.3000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5977,BEAUTY,HPY*THREEWOMENOPC,Sale Transaction,13212.7500000000000000,8,7030000006254,0,Debit,13212.7500000000000000,13212.7500000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5995,RETAIL,HPY*PINEAPPLEPETSPH,Sale Transaction,16400.0000000000000000,1,7030000006254,0,Debit,16400.0000000000000000,16400.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5999,RETAIL,HPY*MARKRIBODRYGOOD,Sale Transaction,12968.0000000000000000,2,7030000006254,0,Debit,12968.0000000000000000,12968.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5999,RETAIL,HPY*J15MOTHERNURTUR,Sale Transaction,700.4000000000000000,1,7250000006328,0,Debit,700.4000000000000000,700.4000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,5999,RETAIL,HPY*TACTICALASIAINC,Sale Transaction,17000.0000000000000000,1,7030000006254,0,Debit,17000.0000000000000000,17000.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,7011,HOTELS,HPY*THEGREYHOUSE,Sale Transaction,1994.0000000000000000,1,7030000006254,0,Debit,1994.0000000000000000,1994.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,7011,HOTELS,HPY*HALEMANNACOAST,Sale Transaction,2000.0000000000000000,1,7030000006254,0,Debit,2000.0000000000000000,2000.0000000000000000
Payment Facilitator,HITPAY ECOMM,2026-03-09,2026,3,7221,SERVICES,HPY*KLIKMEDIAGROUP2,Sale Transaction,11997.0000000000000000,3,7030000006254,0,Debit,11997.0000000000000000,11997.0000000000000000
